onset	duration	sample	trial_type	response_time	stim_file	value	HED
2.8240000000	n/a	n/a	stimulus	407	8015.jpg	animal_target	n/a
3.2310000000	n/a	n/a	response	n/a	n/a	correct	n/a
4.7830000000	n/a	n/a	stimulus	n/a	279006.jpg	animal_distractor	n/a
6.7850000000	n/a	n/a	stimulus	n/a	374083.jpg	animal_distractor	n/a
8.7450000000	n/a	n/a	stimulus	345	43005.jpg	animal_target	n/a
9.0900000000	n/a	n/a	response	n/a	n/a	correct	n/a
10.9230000000	n/a	n/a	stimulus	295	163050.jpg	animal_target	n/a
11.2180000000	n/a	n/a	response	n/a	n/a	correct	n/a
12.8580000000	n/a	n/a	stimulus	289	311064.jpg	animal_target	n/a
13.1470000000	n/a	n/a	response	n/a	n/a	correct	n/a
14.8050000000	n/a	n/a	stimulus	543	187089.jpg	animal_target	n/a
15.3480000000	n/a	n/a	response	n/a	n/a	correct	n/a
16.9330000000	n/a	n/a	stimulus	n/a	98057.jpg	animal_distractor	n/a
18.9220000000	n/a	n/a	stimulus	277	326032.jpg	animal_target	n/a
19.1990000000	n/a	n/a	response	n/a	n/a	correct	n/a
20.8880000000	n/a	n/a	stimulus	n/a	131004.jpg	animal_distractor	n/a
22.7730000000	n/a	n/a	stimulus	386	8142.jpg	animal_target	n/a
23.1590000000	n/a	n/a	response	n/a	n/a	correct	n/a
24.8390000000	n/a	n/a	stimulus	n/a	97046.jpg	animal_distractor	n/a
26.8000000000	n/a	n/a	stimulus	279	109010.jpg	animal_target	n/a
27.0790000000	n/a	n/a	response	n/a	n/a	correct	n/a
28.8410000000	n/a	n/a	stimulus	n/a	340008.jpg	animal_distractor	n/a
30.7680000000	n/a	n/a	stimulus	327	6017.jpg	animal_target	n/a
31.0950000000	n/a	n/a	response	n/a	n/a	correct	n/a
32.5940000000	n/a	n/a	stimulus	n/a	151089.jpg	animal_distractor	n/a
34.7460000000	n/a	n/a	stimulus	307	168014.jpg	animal_target	n/a
35.0530000000	n/a	n/a	response	n/a	n/a	correct	n/a
36.5680000000	n/a	n/a	stimulus	360	268045.jpg	animal_target	n/a
36.9280000000	n/a	n/a	response	n/a	n/a	correct	n/a
38.4350000000	n/a	n/a	stimulus	326	112034.jpg	animal_target	n/a
38.7610000000	n/a	n/a	response	n/a	n/a	correct	n/a
40.5090000000	n/a	n/a	stimulus	n/a	96042.jpg	animal_distractor	n/a
42.4240000000	n/a	n/a	stimulus	n/a	86022.jpg	animal_distractor	n/a
44.4840000000	n/a	n/a	stimulus	294	104083.jpg	animal_target	n/a
44.7780000000	n/a	n/a	response	n/a	n/a	correct	n/a
46.6090000000	n/a	n/a	stimulus	n/a	48042.jpg	animal_distractor	n/a
48.4200000000	n/a	n/a	stimulus	n/a	144054.jpg	animal_distractor	n/a
50.5760000000	n/a	n/a	stimulus	299	261070.jpg	animal_distractor	n/a
50.8750000000	n/a	n/a	response	n/a	n/a	incorrect	n/a
52.4660000000	n/a	n/a	stimulus	372	289055.jpg	animal_target	n/a
52.8380000000	n/a	n/a	response	n/a	n/a	correct	n/a
54.6080000000	n/a	n/a	stimulus	304	103062.jpg	animal_target	n/a
54.9120000000	n/a	n/a	response	n/a	n/a	correct	n/a
56.6580000000	n/a	n/a	stimulus	n/a	184040.jpg	animal_distractor	n/a
58.8500000000	n/a	n/a	stimulus	n/a	318091.jpg	animal_distractor	n/a
60.7480000000	n/a	n/a	stimulus	322	131078.jpg	animal_distractor	n/a
61.0700000000	n/a	n/a	response	n/a	n/a	incorrect	n/a
62.6670000000	n/a	n/a	stimulus	338	304083.jpg	animal_target	n/a
63.0050000000	n/a	n/a	response	n/a	n/a	correct	n/a
64.8250000000	n/a	n/a	stimulus	332	247036.jpg	animal_target	n/a
65.1570000000	n/a	n/a	response	n/a	n/a	correct	n/a
66.8150000000	n/a	n/a	stimulus	n/a	13049.jpg	animal_distractor	n/a
68.9030000000	n/a	n/a	stimulus	353	310068.jpg	animal_target	n/a
69.2560000000	n/a	n/a	response	n/a	n/a	correct	n/a
71.1010000000	n/a	n/a	stimulus	396	6085.jpg	animal_target	n/a
71.4970000000	n/a	n/a	response	n/a	n/a	correct	n/a
73.2330000000	n/a	n/a	stimulus	336	49074.jpg	animal_target	n/a
73.5690000000	n/a	n/a	response	n/a	n/a	correct	n/a
75.1250000000	n/a	n/a	stimulus	n/a	131076.jpg	animal_distractor	n/a
77.1880000000	n/a	n/a	stimulus	n/a	22023.jpg	animal_distractor	n/a
79.1990000000	n/a	n/a	stimulus	364	87054.jpg	animal_target	n/a
79.5630000000	n/a	n/a	response	n/a	n/a	correct	n/a
81.2330000000	n/a	n/a	stimulus	479	71089.jpg	animal_distractor	n/a
81.7120000000	n/a	n/a	response	n/a	n/a	incorrect	n/a
83.2350000000	n/a	n/a	stimulus	371	108088.jpg	animal_target	n/a
83.6060000000	n/a	n/a	response	n/a	n/a	correct	n/a
85.1970000000	n/a	n/a	stimulus	310	311025.jpg	animal_target	n/a
85.5070000000	n/a	n/a	response	n/a	n/a	correct	n/a
87.2010000000	n/a	n/a	stimulus	n/a	82027.jpg	animal_distractor	n/a
89.3010000000	n/a	n/a	stimulus	n/a	63017.jpg	animal_distractor	n/a
91.2450000000	n/a	n/a	stimulus	368	268003.jpg	animal_target	n/a
91.6130000000	n/a	n/a	response	n/a	n/a	correct	n/a
93.2550000000	n/a	n/a	stimulus	370	251064.jpg	animal_target	n/a
93.6250000000	n/a	n/a	response	n/a	n/a	correct	n/a
95.4000000000	n/a	n/a	stimulus	n/a	83051.jpg	animal_distractor	n/a
97.5890000000	n/a	n/a	stimulus	365	310011.jpg	animal_target	n/a
97.9540000000	n/a	n/a	response	n/a	n/a	correct	n/a
99.7700000000	n/a	n/a	stimulus	430	108062.jpg	animal_target	n/a
100.2000000000	n/a	n/a	response	n/a	n/a	correct	n/a
101.6640000000	n/a	n/a	stimulus	n/a	67062.jpg	animal_distractor	n/a
103.6770000000	n/a	n/a	stimulus	n/a	297052.jpg	animal_distractor	n/a
105.8730000000	n/a	n/a	stimulus	n/a	67026.jpg	animal_distractor	n/a
108.0620000000	n/a	n/a	stimulus	n/a	121091.jpg	animal_distractor	n/a
110.0510000000	n/a	n/a	stimulus	n/a	248065.jpg	animal_distractor	n/a
112.0690000000	n/a	n/a	stimulus	n/a	318061.jpg	animal_distractor	n/a
114.0430000000	n/a	n/a	stimulus	356	268075.jpg	animal_target	n/a
114.3990000000	n/a	n/a	response	n/a	n/a	correct	n/a
116.1140000000	n/a	n/a	stimulus	n/a	329095.jpg	animal_distractor	n/a
117.9390000000	n/a	n/a	stimulus	n/a	126006.jpg	animal_distractor	n/a
119.9500000000	n/a	n/a	stimulus	n/a	132041.jpg	animal_distractor	n/a
122.0820000000	n/a	n/a	stimulus	n/a	10043.jpg	animal_distractor	n/a
123.9850000000	n/a	n/a	stimulus	n/a	13094.jpg	animal_distractor	n/a
126.0410000000	n/a	n/a	stimulus	n/a	13092.jpg	animal_distractor	n/a
127.8680000000	n/a	n/a	stimulus	362	135079.jpg	animal_target	n/a
128.2300000000	n/a	n/a	response	n/a	n/a	correct	n/a
