onset	duration	sample	trial_type	response_time	stim_file	value	HED
21.9720000000	n/a	n/a	stimulus	n/a	317076.jpg	animal_target	n/a
24.1540000000	n/a	n/a	stimulus	n/a	74052.jpg	animal_distractor	n/a
26.3010000000	n/a	n/a	stimulus	395	104064.jpg	animal_target	n/a
26.6960000000	n/a	n/a	response	n/a	n/a	correct	n/a
28.1660000000	n/a	n/a	stimulus	473	43018.jpg	animal_target	n/a
28.6390000000	n/a	n/a	response	n/a	n/a	correct	n/a
30.0920000000	n/a	n/a	stimulus	n/a	69091.jpg	animal_distractor	n/a
32.3000000000	n/a	n/a	stimulus	390	141068.jpg	animal_target	n/a
32.6900000000	n/a	n/a	response	n/a	n/a	correct	n/a
34.4380000000	n/a	n/a	stimulus	501	317055.jpg	animal_target	n/a
34.9390000000	n/a	n/a	response	n/a	n/a	correct	n/a
36.6290000000	n/a	n/a	stimulus	491	108081.jpg	animal_target	n/a
37.1200000000	n/a	n/a	response	n/a	n/a	correct	n/a
38.6440000000	n/a	n/a	stimulus	286	105054.jpg	animal_target	n/a
38.9300000000	n/a	n/a	response	n/a	n/a	correct	n/a
40.5600000000	n/a	n/a	stimulus	331	311037.jpg	animal_target	n/a
40.8910000000	n/a	n/a	response	n/a	n/a	correct	n/a
42.4690000000	n/a	n/a	stimulus	305	253081.jpg	animal_target	n/a
42.7740000000	n/a	n/a	response	n/a	n/a	correct	n/a
44.6430000000	n/a	n/a	stimulus	n/a	340029.jpg	animal_distractor	n/a
46.6340000000	n/a	n/a	stimulus	n/a	126004.jpg	animal_distractor	n/a
48.7170000000	n/a	n/a	stimulus	502	8170.jpg	animal_target	n/a
49.2190000000	n/a	n/a	response	n/a	n/a	correct	n/a
50.5910000000	n/a	n/a	stimulus	n/a	112014.jpg	animal_target	n/a
52.5750000000	n/a	n/a	stimulus	n/a	92011.jpg	animal_distractor	n/a
54.4180000000	n/a	n/a	stimulus	n/a	116038.jpg	animal_distractor	n/a
56.3720000000	n/a	n/a	stimulus	n/a	158099.jpg	animal_distractor	n/a
58.5340000000	n/a	n/a	stimulus	n/a	27001.jpg	animal_distractor	n/a
60.6510000000	n/a	n/a	stimulus	428	268067.jpg	animal_target	n/a
61.0790000000	n/a	n/a	response	n/a	n/a	correct	n/a
62.7710000000	n/a	n/a	stimulus	404	289042.jpg	animal_target	n/a
63.1750000000	n/a	n/a	response	n/a	n/a	correct	n/a
64.7150000000	n/a	n/a	stimulus	n/a	19005.jpg	animal_distractor	n/a
66.7490000000	n/a	n/a	stimulus	n/a	197040.jpg	animal_target	n/a
68.6720000000	n/a	n/a	stimulus	n/a	279046.jpg	animal_distractor	n/a
70.8140000000	n/a	n/a	stimulus	327	6072.jpg	animal_target	n/a
71.1410000000	n/a	n/a	response	n/a	n/a	correct	n/a
72.7710000000	n/a	n/a	stimulus	n/a	297086.jpg	animal_distractor	n/a
74.9270000000	n/a	n/a	stimulus	411	163074.jpg	animal_target	n/a
75.3380000000	n/a	n/a	response	n/a	n/a	correct	n/a
76.7520000000	n/a	n/a	stimulus	n/a	22093.jpg	animal_distractor	n/a
78.8310000000	n/a	n/a	stimulus	n/a	50054.jpg	animal_distractor	n/a
80.9100000000	n/a	n/a	stimulus	n/a	83073.jpg	animal_distractor	n/a
82.7910000000	n/a	n/a	stimulus	360	19041.jpg	animal_target	n/a
83.1510000000	n/a	n/a	response	n/a	n/a	correct	n/a
84.9100000000	n/a	n/a	stimulus	386	326016.jpg	animal_target	n/a
85.2960000000	n/a	n/a	response	n/a	n/a	correct	n/a
87.0380000000	n/a	n/a	stimulus	397	8039.jpg	animal_target	n/a
87.4350000000	n/a	n/a	response	n/a	n/a	correct	n/a
89.1430000000	n/a	n/a	stimulus	328	104045.jpg	animal_target	n/a
