onset	duration	sample	trial_type	response_time	stim_file	value	HED
7.3950000000	n/a	n/a	stimulus	n/a	142021.jpg	nonanimal_distractor	n/a
9.3920000000	n/a	n/a	stimulus	n/a	56095.jpg	nonanimal_distractor	n/a
11.3920000000	n/a	n/a	stimulus	n/a	32033.jpg	nonanimal_distractor	n/a
13.5940000000	n/a	n/a	stimulus	274	218097.jpg	nonanimal_target	n/a
13.8680000000	n/a	n/a	response	n/a	n/a	correct	n/a
15.7870000000	n/a	n/a	stimulus	259	218097.jpg	nonanimal_target	n/a
16.0460000000	n/a	n/a	response	n/a	n/a	correct	n/a
17.7980000000	n/a	n/a	stimulus	304	218097.jpg	nonanimal_target	n/a
18.1020000000	n/a	n/a	response	n/a	n/a	correct	n/a
19.6630000000	n/a	n/a	stimulus	312	218097.jpg	nonanimal_target	n/a
19.9750000000	n/a	n/a	response	n/a	n/a	correct	n/a
21.7890000000	n/a	n/a	stimulus	n/a	111002.jpg	nonanimal_distractor	n/a
23.9740000000	n/a	n/a	stimulus	349	218097.jpg	nonanimal_target	n/a
24.3230000000	n/a	n/a	response	n/a	n/a	correct	n/a
25.8710000000	n/a	n/a	stimulus	n/a	257001.jpg	nonanimal_distractor	n/a
28.0400000000	n/a	n/a	stimulus	n/a	36124.jpg	nonanimal_distractor	n/a
30.2380000000	n/a	n/a	stimulus	380	218097.jpg	nonanimal_target	n/a
30.6180000000	n/a	n/a	response	n/a	n/a	correct	n/a
32.3640000000	n/a	n/a	stimulus	n/a	138097.jpg	nonanimal_distractor	n/a
34.4990000000	n/a	n/a	stimulus	n/a	56002.jpg	nonanimal_distractor	n/a
36.3790000000	n/a	n/a	stimulus	333	218097.jpg	nonanimal_target	n/a
36.7120000000	n/a	n/a	response	n/a	n/a	correct	n/a
38.5350000000	n/a	n/a	stimulus	n/a	28043.jpg	nonanimal_distractor	n/a
40.3980000000	n/a	n/a	stimulus	356	218097.jpg	nonanimal_target	n/a
40.7540000000	n/a	n/a	response	n/a	n/a	correct	n/a
