onset	duration	sample	trial_type	response_time	stim_file	value	HED
2.3580000000	n/a	n/a	stimulus	790	108033.jpg	easy_target	n/a
3.1480000000	n/a	n/a	response	n/a	n/a	correct	n/a
4.3500000000	n/a	n/a	stimulus	n/a	46009.jpg	easy_distractor	n/a
6.2500000000	n/a	n/a	stimulus	281	108033.jpg	easy_target	n/a
6.5310000000	n/a	n/a	response	n/a	n/a	correct	n/a
8.0850000000	n/a	n/a	stimulus	344	108033.jpg	easy_target	n/a
8.4290000000	n/a	n/a	response	n/a	n/a	correct	n/a
10.1370000000	n/a	n/a	stimulus	n/a	340016.jpg	easy_distractor	n/a
12.2540000000	n/a	n/a	stimulus	255	108033.jpg	easy_target	n/a
12.5090000000	n/a	n/a	response	n/a	n/a	correct	n/a
14.0750000000	n/a	n/a	stimulus	308	108033.jpg	easy_target	n/a
14.3830000000	n/a	n/a	response	n/a	n/a	correct	n/a
15.8970000000	n/a	n/a	stimulus	276	108033.jpg	easy_target	n/a
16.1730000000	n/a	n/a	response	n/a	n/a	correct	n/a
17.8140000000	n/a	n/a	stimulus	n/a	22071.jpg	easy_distractor	n/a
19.8610000000	n/a	n/a	stimulus	269	108033.jpg	easy_target	n/a
20.1300000000	n/a	n/a	response	n/a	n/a	correct	n/a
21.9040000000	n/a	n/a	stimulus	307	108033.jpg	easy_target	n/a
22.2110000000	n/a	n/a	response	n/a	n/a	correct	n/a
23.9950000000	n/a	n/a	stimulus	263	108033.jpg	easy_target	n/a
24.2580000000	n/a	n/a	response	n/a	n/a	correct	n/a
25.9480000000	n/a	n/a	stimulus	n/a	260070.jpg	easy_distractor	n/a
28.0630000000	n/a	n/a	stimulus	251	108033.jpg	easy_target	n/a
28.3140000000	n/a	n/a	response	n/a	n/a	correct	n/a
30.0900000000	n/a	n/a	stimulus	n/a	248091.jpg	easy_distractor	n/a
31.9770000000	n/a	n/a	stimulus	279	108033.jpg	easy_target	n/a
32.2560000000	n/a	n/a	response	n/a	n/a	correct	n/a
33.9490000000	n/a	n/a	stimulus	280	108033.jpg	easy_target	n/a
34.2290000000	n/a	n/a	response	n/a	n/a	correct	n/a
35.9800000000	n/a	n/a	stimulus	n/a	143022.jpg	easy_distractor	n/a
38.1650000000	n/a	n/a	stimulus	n/a	116037.jpg	easy_distractor	n/a
40.2930000000	n/a	n/a	stimulus	n/a	261063.jpg	easy_distractor	n/a
42.3490000000	n/a	n/a	stimulus	279	108033.jpg	easy_target	n/a
42.6280000000	n/a	n/a	response	n/a	n/a	correct	n/a
44.2520000000	n/a	n/a	stimulus	379	108033.jpg	easy_target	n/a
44.6310000000	n/a	n/a	response	n/a	n/a	correct	n/a
46.1470000000	n/a	n/a	stimulus	318	108033.jpg	easy_target	n/a
46.4650000000	n/a	n/a	response	n/a	n/a	correct	n/a
48.1110000000	n/a	n/a	stimulus	342	108033.jpg	easy_target	n/a
48.4530000000	n/a	n/a	response	n/a	n/a	correct	n/a
50.0950000000	n/a	n/a	stimulus	n/a	19073.jpg	easy_distractor	n/a
52.0940000000	n/a	n/a	stimulus	n/a	341045.jpg	easy_distractor	n/a
54.1400000000	n/a	n/a	stimulus	n/a	98015.jpg	easy_distractor	n/a
56.1870000000	n/a	n/a	stimulus	253	108033.jpg	easy_target	n/a
56.4400000000	n/a	n/a	response	n/a	n/a	correct	n/a
58.1190000000	n/a	n/a	stimulus	n/a	68012.jpg	easy_distractor	n/a
60.0930000000	n/a	n/a	stimulus	267	108033.jpg	easy_target	n/a
60.3600000000	n/a	n/a	response	n/a	n/a	correct	n/a
62.0480000000	n/a	n/a	stimulus	254	108033.jpg	easy_target	n/a
62.3020000000	n/a	n/a	response	n/a	n/a	correct	n/a
64.1690000000	n/a	n/a	stimulus	272	108033.jpg	easy_target	n/a
64.4410000000	n/a	n/a	response	n/a	n/a	correct	n/a
66.0110000000	n/a	n/a	stimulus	n/a	142048.jpg	easy_distractor	n/a
67.9680000000	n/a	n/a	stimulus	n/a	329014.jpg	easy_distractor	n/a
70.0690000000	n/a	n/a	stimulus	266	108033.jpg	easy_target	n/a
70.3350000000	n/a	n/a	response	n/a	n/a	correct	n/a
72.2420000000	n/a	n/a	stimulus	251	108033.jpg	easy_target	n/a
72.4930000000	n/a	n/a	response	n/a	n/a	correct	n/a
74.1020000000	n/a	n/a	stimulus	n/a	98059.jpg	easy_distractor	n/a
76.1190000000	n/a	n/a	stimulus	n/a	17069.jpg	easy_distractor	n/a
78.1050000000	n/a	n/a	stimulus	n/a	13020.jpg	easy_distractor	n/a
80.2210000000	n/a	n/a	stimulus	318	108033.jpg	easy_target	n/a
80.5390000000	n/a	n/a	response	n/a	n/a	correct	n/a
82.0410000000	n/a	n/a	stimulus	n/a	297068.jpg	easy_distractor	n/a
83.9030000000	n/a	n/a	stimulus	n/a	260080.jpg	easy_distractor	n/a
85.7430000000	n/a	n/a	stimulus	289	108033.jpg	easy_target	n/a
86.0320000000	n/a	n/a	response	n/a	n/a	correct	n/a
87.6190000000	n/a	n/a	stimulus	n/a	151070.jpg	easy_distractor	n/a
89.6030000000	n/a	n/a	stimulus	290	108033.jpg	easy_target	n/a
89.8930000000	n/a	n/a	response	n/a	n/a	correct	n/a
91.4430000000	n/a	n/a	stimulus	373	108033.jpg	easy_target	n/a
91.8160000000	n/a	n/a	response	n/a	n/a	correct	n/a
93.5980000000	n/a	n/a	stimulus	n/a	64007.jpg	easy_distractor	n/a
95.4520000000	n/a	n/a	stimulus	n/a	267058.jpg	easy_distractor	n/a
97.4860000000	n/a	n/a	stimulus	n/a	151000.jpg	easy_distractor	n/a
99.6000000000	n/a	n/a	stimulus	n/a	384011.jpg	easy_distractor	n/a
101.5530000000	n/a	n/a	stimulus	288	108033.jpg	easy_target	n/a
101.8410000000	n/a	n/a	response	n/a	n/a	correct	n/a
103.4020000000	n/a	n/a	stimulus	317	108033.jpg	easy_target	n/a
103.7190000000	n/a	n/a	response	n/a	n/a	correct	n/a
