onset	duration	sample	trial_type	response_time	stim_file	value	HED
2.4620000000	n/a	n/a	stimulus	n/a	63057.jpg	animal_distractor	n/a
4.2640000000	n/a	n/a	stimulus	n/a	158086.jpg	animal_distractor	n/a
6.0830000000	n/a	n/a	stimulus	402	173002.jpg	animal_target	n/a
6.4850000000	n/a	n/a	response	n/a	n/a	correct	n/a
8.2290000000	n/a	n/a	stimulus	n/a	121031.jpg	animal_distractor	n/a
10.1110000000	n/a	n/a	stimulus	n/a	210048.jpg	animal_target	n/a
12.0230000000	n/a	n/a	stimulus	413	35096.jpg	animal_target	n/a
12.4360000000	n/a	n/a	response	n/a	n/a	correct	n/a
14.0930000000	n/a	n/a	stimulus	371	240094.jpg	animal_target	n/a
14.4640000000	n/a	n/a	response	n/a	n/a	correct	n/a
16.0220000000	n/a	n/a	stimulus	n/a	98084.jpg	animal_distractor	n/a
17.8880000000	n/a	n/a	stimulus	355	141090.jpg	animal_target	n/a
18.2430000000	n/a	n/a	response	n/a	n/a	correct	n/a
19.8390000000	n/a	n/a	stimulus	n/a	48097.jpg	animal_distractor	n/a
21.8110000000	n/a	n/a	stimulus	398	317026.jpg	animal_target	n/a
22.2090000000	n/a	n/a	response	n/a	n/a	correct	n/a
23.6460000000	n/a	n/a	stimulus	441	32097.jpg	animal_distractor	n/a
24.0870000000	n/a	n/a	response	n/a	n/a	incorrect	n/a
25.6360000000	n/a	n/a	stimulus	n/a	138054.jpg	animal_distractor	n/a
27.4740000000	n/a	n/a	stimulus	333	6015.jpg	animal_target	n/a
27.8070000000	n/a	n/a	response	n/a	n/a	correct	n/a
29.6200000000	n/a	n/a	stimulus	354	183015.jpg	animal_target	n/a
29.9740000000	n/a	n/a	response	n/a	n/a	correct	n/a
31.4530000000	n/a	n/a	stimulus	n/a	63033.jpg	animal_distractor	n/a
33.3790000000	n/a	n/a	stimulus	n/a	67047.jpg	animal_distractor	n/a
35.5550000000	n/a	n/a	stimulus	n/a	48009.jpg	animal_distractor	n/a
37.5110000000	n/a	n/a	stimulus	403	100003.jpg	animal_target	n/a
37.9140000000	n/a	n/a	response	n/a	n/a	correct	n/a
39.6300000000	n/a	n/a	stimulus	380	210000.jpg	animal_target	n/a
40.0100000000	n/a	n/a	response	n/a	n/a	correct	n/a
41.5720000000	n/a	n/a	stimulus	n/a	97056.jpg	animal_distractor	n/a
