onset	duration	sample	trial_type	response_time	stim_file	value	HED
2.9610000000	n/a	n/a	stimulus	343	6041.jpg	animal_target	n/a
3.3040000000	n/a	n/a	response	n/a	n/a	correct	n/a
4.7640000000	n/a	n/a	stimulus	281	41090.jpg	animal_target	n/a
5.0450000000	n/a	n/a	response	n/a	n/a	correct	n/a
6.5780000000	n/a	n/a	stimulus	n/a	374075.jpg	animal_distractor	n/a
8.7240000000	n/a	n/a	stimulus	n/a	63057.jpg	animal_distractor	n/a
10.6070000000	n/a	n/a	stimulus	383	35100.jpg	animal_target	n/a
10.9900000000	n/a	n/a	response	n/a	n/a	correct	n/a
12.5190000000	n/a	n/a	stimulus	302	70092.jpg	animal_target	n/a
12.8210000000	n/a	n/a	response	n/a	n/a	correct	n/a
14.5890000000	n/a	n/a	stimulus	444	143067.jpg	animal_distractor	n/a
15.0330000000	n/a	n/a	response	n/a	n/a	incorrect	n/a
16.5180000000	n/a	n/a	stimulus	328	310018.jpg	animal_target	n/a
16.8460000000	n/a	n/a	response	n/a	n/a	correct	n/a
18.3840000000	n/a	n/a	stimulus	357	35096.jpg	animal_target	n/a
18.7410000000	n/a	n/a	response	n/a	n/a	correct	n/a
20.3340000000	n/a	n/a	stimulus	261	268065.jpg	animal_target	n/a
20.5950000000	n/a	n/a	response	n/a	n/a	correct	n/a
22.3070000000	n/a	n/a	stimulus	290	136035.jpg	animal_target	n/a
22.5970000000	n/a	n/a	response	n/a	n/a	correct	n/a
24.1410000000	n/a	n/a	stimulus	485	194070.jpg	animal_distractor	n/a
24.6260000000	n/a	n/a	response	n/a	n/a	incorrect	n/a
26.1320000000	n/a	n/a	stimulus	386	160004.jpg	animal_target	n/a
26.5180000000	n/a	n/a	response	n/a	n/a	correct	n/a
27.9750000000	n/a	n/a	stimulus	419	187050.jpg	animal_target	n/a
28.3940000000	n/a	n/a	response	n/a	n/a	correct	n/a
32.5110000000	n/a	n/a	stimulus	345	49070.jpg	animal_target	n/a
32.8560000000	n/a	n/a	response	n/a	n/a	correct	n/a
34.3480000000	n/a	n/a	stimulus	269	100055.jpg	animal_target	n/a
34.6170000000	n/a	n/a	response	n/a	n/a	correct	n/a
36.2800000000	n/a	n/a	stimulus	324	279014.jpg	animal_distractor	n/a
36.6040000000	n/a	n/a	response	n/a	n/a	incorrect	n/a
38.4600000000	n/a	n/a	stimulus	404	32097.jpg	animal_distractor	n/a
38.8640000000	n/a	n/a	response	n/a	n/a	incorrect	n/a
40.4210000000	n/a	n/a	stimulus	n/a	10074.jpg	animal_distractor	n/a
42.5440000000	n/a	n/a	stimulus	n/a	138054.jpg	animal_distractor	n/a
44.4890000000	n/a	n/a	stimulus	n/a	102030.jpg	animal_distractor	n/a
46.5810000000	n/a	n/a	stimulus	467	35029.jpg	animal_target	n/a
47.0480000000	n/a	n/a	response	n/a	n/a	correct	n/a
48.7320000000	n/a	n/a	stimulus	n/a	166004.jpg	animal_distractor	n/a
50.8360000000	n/a	n/a	stimulus	n/a	86018.jpg	animal_distractor	n/a
52.7730000000	n/a	n/a	stimulus	n/a	166062.jpg	animal_distractor	n/a
54.6520000000	n/a	n/a	stimulus	406	289023.jpg	animal_target	n/a
55.0580000000	n/a	n/a	response	n/a	n/a	correct	n/a
56.5970000000	n/a	n/a	stimulus	297	168025.jpg	animal_target	n/a
56.8940000000	n/a	n/a	response	n/a	n/a	correct	n/a
58.5960000000	n/a	n/a	stimulus	328	335041.jpg	animal_target	n/a
58.9240000000	n/a	n/a	response	n/a	n/a	correct	n/a
60.5080000000	n/a	n/a	stimulus	326	135018.jpg	animal_target	n/a
60.8340000000	n/a	n/a	response	n/a	n/a	correct	n/a
64.8550000000	n/a	n/a	stimulus	492	110045.jpg	animal_target	n/a
65.3470000000	n/a	n/a	response	n/a	n/a	correct	n/a
66.7820000000	n/a	n/a	stimulus	464	6054.jpg	animal_target	n/a
67.2460000000	n/a	n/a	response	n/a	n/a	correct	n/a
68.7880000000	n/a	n/a	stimulus	n/a	65137.jpg	animal_distractor	n/a
70.6610000000	n/a	n/a	stimulus	n/a	131002.jpg	animal_distractor	n/a
72.8240000000	n/a	n/a	stimulus	n/a	48009.jpg	animal_distractor	n/a
74.7530000000	n/a	n/a	stimulus	n/a	68096.jpg	animal_distractor	n/a
76.8760000000	n/a	n/a	stimulus	n/a	248021.jpg	animal_distractor	n/a
79.0810000000	n/a	n/a	stimulus	n/a	297037.jpg	animal_distractor	n/a
81.0910000000	n/a	n/a	stimulus	n/a	32030.jpg	animal_distractor	n/a
83.2600000000	n/a	n/a	stimulus	n/a	147011.jpg	animal_distractor	n/a
85.4050000000	n/a	n/a	stimulus	n/a	56010.jpg	animal_distractor	n/a
87.2280000000	n/a	n/a	stimulus	428	136066.jpg	animal_target	n/a
87.6560000000	n/a	n/a	response	n/a	n/a	correct	n/a
89.0980000000	n/a	n/a	stimulus	n/a	111038.jpg	animal_distractor	n/a
90.9700000000	n/a	n/a	stimulus	416	188057.jpg	animal_target	n/a
91.3860000000	n/a	n/a	response	n/a	n/a	correct	n/a
92.9840000000	n/a	n/a	stimulus	351	110062.jpg	animal_target	n/a
93.3350000000	n/a	n/a	response	n/a	n/a	correct	n/a
94.8060000000	n/a	n/a	stimulus	n/a	67047.jpg	animal_distractor	n/a
96.8580000000	n/a	n/a	stimulus	n/a	63074.jpg	animal_distractor	n/a
98.6750000000	n/a	n/a	stimulus	n/a	56051.jpg	animal_distractor	n/a
100.7990000000	n/a	n/a	stimulus	400	141090.jpg	animal_target	n/a
101.1990000000	n/a	n/a	response	n/a	n/a	correct	n/a
102.8730000000	n/a	n/a	stimulus	n/a	13048.jpg	animal_distractor	n/a
104.9950000000	n/a	n/a	stimulus	291	173002.jpg	animal_target	n/a
105.2860000000	n/a	n/a	response	n/a	n/a	correct	n/a
107.0920000000	n/a	n/a	stimulus	n/a	166063.jpg	animal_distractor	n/a
109.1290000000	n/a	n/a	stimulus	n/a	50070.jpg	animal_distractor	n/a
111.0250000000	n/a	n/a	stimulus	366	289009.jpg	animal_target	n/a
111.3910000000	n/a	n/a	response	n/a	n/a	correct	n/a
113.1150000000	n/a	n/a	stimulus	n/a	345035.jpg	animal_distractor	n/a
115.1660000000	n/a	n/a	stimulus	333	158086.jpg	animal_distractor	n/a
115.4990000000	n/a	n/a	response	n/a	n/a	incorrect	n/a
117.3620000000	n/a	n/a	stimulus	405	326028.jpg	animal_target	n/a
117.7670000000	n/a	n/a	response	n/a	n/a	correct	n/a
119.4330000000	n/a	n/a	stimulus	350	310038.jpg	animal_target	n/a
119.7830000000	n/a	n/a	response	n/a	n/a	correct	n/a
121.6460000000	n/a	n/a	stimulus	386	163068.jpg	animal_target	n/a
122.0320000000	n/a	n/a	response	n/a	n/a	correct	n/a
123.5570000000	n/a	n/a	stimulus	n/a	150044.jpg	animal_distractor	n/a
125.6430000000	n/a	n/a	stimulus	n/a	116050.jpg	animal_distractor	n/a
127.5750000000	n/a	n/a	stimulus	513	317026.jpg	animal_target	n/a
128.0880000000	n/a	n/a	response	n/a	n/a	correct	n/a
129.4230000000	n/a	n/a	stimulus	329	41039.jpg	animal_target	n/a
129.7520000000	n/a	n/a	response	n/a	n/a	correct	n/a
131.5450000000	n/a	n/a	stimulus	346	289005.jpg	animal_target	n/a
131.8910000000	n/a	n/a	response	n/a	n/a	correct	n/a
133.5580000000	n/a	n/a	stimulus	284	6010.jpg	animal_target	n/a
133.8420000000	n/a	n/a	response	n/a	n/a	correct	n/a
135.7240000000	n/a	n/a	stimulus	322	183015.jpg	animal_target	n/a
136.0460000000	n/a	n/a	response	n/a	n/a	correct	n/a
137.7410000000	n/a	n/a	stimulus	n/a	98084.jpg	animal_distractor	n/a
139.7840000000	n/a	n/a	stimulus	n/a	13067.jpg	animal_distractor	n/a
141.9790000000	n/a	n/a	stimulus	342	210000.jpg	animal_target	n/a
142.3210000000	n/a	n/a	response	n/a	n/a	correct	n/a
144.0660000000	n/a	n/a	stimulus	294	49019.jpg	animal_target	n/a
144.3600000000	n/a	n/a	response	n/a	n/a	correct	n/a
146.0150000000	n/a	n/a	stimulus	364	210048.jpg	animal_target	n/a
146.3790000000	n/a	n/a	response	n/a	n/a	correct	n/a
147.8320000000	n/a	n/a	stimulus	307	70099.jpg	animal_target	n/a
148.1390000000	n/a	n/a	response	n/a	n/a	correct	n/a
149.9280000000	n/a	n/a	stimulus	n/a	5046.jpg	animal_distractor	n/a
152.1370000000	n/a	n/a	stimulus	n/a	97056.jpg	animal_distractor	n/a
154.2600000000	n/a	n/a	stimulus	n/a	83027.jpg	animal_distractor	n/a
156.3730000000	n/a	n/a	stimulus	n/a	32078.jpg	animal_distractor	n/a
158.2660000000	n/a	n/a	stimulus	309	8187.jpg	animal_target	n/a
158.5750000000	n/a	n/a	response	n/a	n/a	correct	n/a
160.1370000000	n/a	n/a	stimulus	331	173014.jpg	animal_target	n/a
160.4680000000	n/a	n/a	response	n/a	n/a	correct	n/a
162.3160000000	n/a	n/a	stimulus	366	304038.jpg	animal_target	n/a
162.6820000000	n/a	n/a	response	n/a	n/a	correct	n/a
164.4440000000	n/a	n/a	stimulus	364	100003.jpg	animal_target	n/a
164.8080000000	n/a	n/a	response	n/a	n/a	correct	n/a
166.4930000000	n/a	n/a	stimulus	288	6015.jpg	animal_target	n/a
166.7810000000	n/a	n/a	response	n/a	n/a	correct	n/a
171.0620000000	n/a	n/a	stimulus	n/a	83037.jpg	animal_distractor	n/a
173.1520000000	n/a	n/a	stimulus	n/a	25098.jpg	animal_distractor	n/a
175.0850000000	n/a	n/a	stimulus	n/a	194032.jpg	animal_distractor	n/a
176.9360000000	n/a	n/a	stimulus	327	8146.jpg	animal_target	n/a
177.2630000000	n/a	n/a	response	n/a	n/a	correct	n/a
179.0020000000	n/a	n/a	stimulus	227	108094.jpg	animal_target	n/a
179.2290000000	n/a	n/a	response	n/a	n/a	correct	n/a
180.9270000000	n/a	n/a	stimulus	274	163045.jpg	animal_target	n/a
181.2010000000	n/a	n/a	response	n/a	n/a	correct	n/a
183.0920000000	n/a	n/a	stimulus	n/a	38042.jpg	animal_distractor	n/a
184.9700000000	n/a	n/a	stimulus	293	240094.jpg	animal_target	n/a
185.2630000000	n/a	n/a	response	n/a	n/a	correct	n/a
186.8930000000	n/a	n/a	stimulus	311	317046.jpg	animal_target	n/a
187.2040000000	n/a	n/a	response	n/a	n/a	correct	n/a
188.9240000000	n/a	n/a	stimulus	290	340095.jpg	animal_distractor	n/a
189.2140000000	n/a	n/a	response	n/a	n/a	incorrect	n/a
