onset	duration	sample	trial_type	response_time	stim_file	value	HED
7.4070000000	n/a	n/a	stimulus	n/a	111044.jpg	animal_distractor	n/a
9.2090000000	n/a	n/a	stimulus	n/a	336051.jpg	animal_target	n/a
11.0230000000	n/a	n/a	stimulus	408	188088.jpg	animal_target	n/a
11.4310000000	n/a	n/a	response	n/a	n/a	correct	n/a
13.1700000000	n/a	n/a	stimulus	561	123011.jpg	animal_target	n/a
13.7310000000	n/a	n/a	response	n/a	n/a	correct	n/a
15.0530000000	n/a	n/a	stimulus	n/a	48094.jpg	animal_distractor	n/a
16.9640000000	n/a	n/a	stimulus	386	136055.jpg	animal_target	n/a
17.3500000000	n/a	n/a	response	n/a	n/a	correct	n/a
19.0340000000	n/a	n/a	stimulus	477	163065.jpg	animal_target	n/a
19.5110000000	n/a	n/a	response	n/a	n/a	correct	n/a
20.9630000000	n/a	n/a	stimulus	385	173003.jpg	animal_target	n/a
21.3480000000	n/a	n/a	response	n/a	n/a	correct	n/a
22.8290000000	n/a	n/a	stimulus	423	104013.jpg	animal_target	n/a
23.2520000000	n/a	n/a	response	n/a	n/a	correct	n/a
24.7790000000	n/a	n/a	stimulus	n/a	116097.jpg	animal_distractor	n/a
26.7520000000	n/a	n/a	stimulus	n/a	13099.jpg	animal_distractor	n/a
28.5860000000	n/a	n/a	stimulus	n/a	35148.jpg	animal_target	n/a
30.5770000000	n/a	n/a	stimulus	n/a	67002.jpg	animal_distractor	n/a
32.4150000000	n/a	n/a	stimulus	443	136002.jpg	animal_target	n/a
32.8580000000	n/a	n/a	response	n/a	n/a	correct	n/a
34.5650000000	n/a	n/a	stimulus	442	317042.jpg	animal_target	n/a
35.0070000000	n/a	n/a	response	n/a	n/a	correct	n/a
36.3990000000	n/a	n/a	stimulus	n/a	71041.jpg	animal_distractor	n/a
38.3260000000	n/a	n/a	stimulus	n/a	166041.jpg	animal_distractor	n/a
40.5020000000	n/a	n/a	stimulus	n/a	124046.jpg	animal_distractor	n/a
42.4600000000	n/a	n/a	stimulus	472	268068.jpg	animal_target	n/a
42.9320000000	n/a	n/a	response	n/a	n/a	correct	n/a
44.5780000000	n/a	n/a	stimulus	n/a	124087.jpg	animal_distractor	n/a
46.5180000000	n/a	n/a	stimulus	n/a	317050.jpg	animal_target	n/a
48.6080000000	n/a	n/a	stimulus	n/a	19007.jpg	animal_distractor	n/a
50.7540000000	n/a	n/a	stimulus	n/a	374086.jpg	animal_distractor	n/a
52.8510000000	n/a	n/a	stimulus	485	310069.jpg	animal_target	n/a
53.3360000000	n/a	n/a	response	n/a	n/a	correct	n/a
54.7830000000	n/a	n/a	stimulus	499	268070.jpg	animal_target	n/a
55.2820000000	n/a	n/a	response	n/a	n/a	correct	n/a
56.6580000000	n/a	n/a	stimulus	n/a	6019.jpg	animal_target	n/a
58.5990000000	n/a	n/a	stimulus	n/a	56001.jpg	animal_distractor	n/a
60.5950000000	n/a	n/a	stimulus	424	110041.jpg	animal_target	n/a
61.0190000000	n/a	n/a	response	n/a	n/a	correct	n/a
62.5040000000	n/a	n/a	stimulus	528	173019.jpg	animal_target	n/a
63.0320000000	n/a	n/a	response	n/a	n/a	correct	n/a
64.6440000000	n/a	n/a	stimulus	483	19033.jpg	animal_target	n/a
65.1270000000	n/a	n/a	response	n/a	n/a	correct	n/a
66.5650000000	n/a	n/a	stimulus	388	75040.jpg	animal_target	n/a
66.9530000000	n/a	n/a	response	n/a	n/a	correct	n/a
68.5660000000	n/a	n/a	stimulus	n/a	248054.jpg	animal_distractor	n/a
70.4350000000	n/a	n/a	stimulus	n/a	307036.jpg	animal_target	n/a
72.5940000000	n/a	n/a	stimulus	n/a	138042.jpg	animal_distractor	n/a
74.5180000000	n/a	n/a	stimulus	450	326077.jpg	animal_target	n/a
74.9680000000	n/a	n/a	response	n/a	n/a	correct	n/a
76.6370000000	n/a	n/a	stimulus	n/a	68084.jpg	animal_distractor	n/a
78.8360000000	n/a	n/a	stimulus	n/a	174090.jpg	animal_distractor	n/a
80.8430000000	n/a	n/a	stimulus	n/a	103000.jpg	animal_target	n/a
83.0080000000	n/a	n/a	stimulus	n/a	98032.jpg	animal_distractor	n/a
85.1480000000	n/a	n/a	stimulus	736	35080.jpg	animal_target	n/a
85.8840000000	n/a	n/a	response	n/a	n/a	correct	n/a
86.9650000000	n/a	n/a	stimulus	n/a	136040.jpg	animal_target	n/a
88.8320000000	n/a	n/a	stimulus	422	317083.jpg	animal_target	n/a
89.2540000000	n/a	n/a	response	n/a	n/a	correct	n/a
90.6980000000	n/a	n/a	stimulus	n/a	240078.jpg	animal_target	n/a
92.7150000000	n/a	n/a	stimulus	534	106061.jpg	animal_target	n/a
93.2490000000	n/a	n/a	response	n/a	n/a	correct	n/a
94.5320000000	n/a	n/a	stimulus	n/a	41091.jpg	animal_target	n/a
96.5790000000	n/a	n/a	stimulus	n/a	22002.jpg	animal_distractor	n/a
98.3920000000	n/a	n/a	stimulus	432	66075.jpg	animal_target	n/a
98.8240000000	n/a	n/a	response	n/a	n/a	correct	n/a
